frame,track_id,class,mph,m_per_s,zone_event
82,5,car,20.5,9.17,
82,11,car,25.0,11.172,
83,2,car,15.9,7.129,
83,3,car,12.1,5.39,
83,5,car,20.3,9.065,
83,11,car,26.2,11.694,
84,2,car,16.1,7.184,
84,3,car,12.2,5.447,
84,5,car,20.7,9.239,
84,11,car,26.6,11.873,
85,2,car,16.3,7.274,
85,3,car,12.5,5.592,
85,5,car,20.8,9.286,
85,11,car,24.8,11.109,
86,2,car,16.3,7.283,
86,3,car,13.0,5.807,
86,5,car,20.6,9.209,
86,11,car,26.0,11.612,
87,2,car,15.8,7.07,
87,3,car,13.3,5.938,
87,5,car,20.3,9.06,
87,11,car,25.1,11.23,
88,2,car,15.3,6.855,
88,3,car,13.3,5.939,
88,5,car,19.8,8.859,
88,11,car,24.2,10.805,
89,2,car,15.3,6.857,
89,3,car,13.2,5.914,
89,5,truck,19.7,8.818,
89,11,car,25.7,11.473,
90,2,car,15.7,6.999,
90,3,car,13.2,5.914,
90,5,car,19.6,8.77,
90,11,car,25.4,11.376,
91,2,car,15.7,7.014,
91,3,car,13.3,5.939,
91,5,car,19.3,8.635,
91,11,car,24.3,10.874,
92,2,car,15.3,6.818,
92,3,car,13.2,5.914,
92,5,car,18.6,8.296,
92,11,car,25.5,11.414,
93,2,car,14.7,6.553,
93,3,car,13.2,5.914,
93,5,car,18.4,8.239,
93,11,car,24.5,10.968,
94,2,car,14.7,6.57,
94,3,car,13.3,5.939,
94,5,car,18.6,8.303,
94,11,car,23.5,10.516,
95,2,car,15.0,6.72,
95,3,car,13.2,5.914,
95,5,car,18.8,8.383,
95,11,car,25.0,11.18,
96,2,car,15.1,6.757,
96,3,car,13.3,5.939,
96,5,car,18.9,8.441,
96,11,car,24.3,10.88,
96,14,car,8.6,3.849,
97,2,car,14.7,6.554,
97,5,car,19.0,8.484,
97,11,car,23.7,10.616,
97,14,car,8.2,3.646,
98,2,car,14.3,6.376,
98,5,car,18.8,8.382,
98,11,car,25.0,11.193,
98,14,car,8.9,3.977,
99,2,car,14.4,6.456,
99,5,car,19.1,8.532,
99,11,car,24.1,10.79,
99,14,car,10.7,4.775,
100,2,car,14.5,6.479,
100,5,car,18.6,8.332,
100,11,car,24.1,10.756,
100,14,car,10.7,4.761,
101,2,car,14.5,6.469,
101,5,car,18.7,8.379,
101,11,car,25.7,11.505,
101,14,car,10.7,4.794,
102,2,car,14.2,6.369,
102,5,car,19.1,8.533,
102,11,car,25.1,11.233,
102,14,car,9.6,4.277,
103,2,car,13.9,6.233,
103,5,car,18.7,8.368,
103,11,car,24.8,11.105,
103,14,car,10.5,4.716,
104,2,car,14.0,6.237,
104,5,car,18.3,8.18,
104,11,car,25.2,11.274,
104,14,car,10.7,4.782,
105,2,car,14.3,6.388,
105,5,car,18.4,8.21,
105,11,car,24.8,11.104,
105,14,car,10.9,4.888,
106,2,car,14.5,6.472,
106,5,car,17.7,7.929,
106,11,car,25.0,11.155,
106,14,car,10.8,4.809,
107,2,car,14.1,6.289,
107,5,car,17.7,7.897,
107,11,car,25.2,11.251,
107,14,car,11.3,5.043,
108,2,car,13.8,6.183,
108,5,car,17.8,7.94,
108,11,car,24.1,10.776,
108,14,car,11.4,5.076,
109,2,car,13.5,6.035,
109,5,car,17.6,7.85,
109,11,car,23.7,10.588,
109,14,car,12.3,5.515,
110,2,car,13.9,6.197,
110,5,car,17.9,8.011,
110,11,car,24.5,10.952,
110,14,car,11.3,5.068,
111,2,car,14.0,6.254,
111,5,car,17.6,7.848,
111,11,car,24.3,10.855,
111,14,truck,10.9,4.872,
112,2,car,13.9,6.207,
112,5,car,17.2,7.697,
112,11,car,23.5,10.504,
112,14,car,17.0,7.603,
113,2,car,13.3,5.965,
113,5,car,17.9,7.98,
113,11,car,23.5,10.504,
113,14,truck,15.9,7.129,
114,2,car,13.3,5.957,
114,5,car,18.0,8.033,
114,11,car,23.8,10.634,
114,14,car,18.7,8.366,
115,2,car,13.5,6.037,
115,5,car,17.3,7.725,
115,11,car,23.6,10.546,
115,14,car,23.1,10.343,
116,2,car,13.8,6.19,
116,5,car,16.7,7.47,
116,11,car,23.9,10.662,
116,14,car,25.4,11.348,
117,2,car,13.5,6.036,
117,5,car,15.8,7.052,
117,11,car,23.5,10.515,
117,14,car,25.6,11.454,
118,2,car,13.3,5.931,
118,5,car,16.4,7.339,
118,11,car,23.3,10.396,
118,14,truck,27.8,12.415,
119,2,car,13.0,5.797,
119,5,car,17.0,7.592,
119,11,car,23.3,10.404,
119,14,truck,20.8,9.28,
120,2,car,12.9,5.771,
120,5,car,16.8,7.505,
120,11,car,23.7,10.603,
120,14,truck,23.5,10.508,
121,2,car,13.3,5.954,
121,5,car,16.6,7.411,
121,11,car,23.4,10.462,
121,14,car,23.8,10.648,
121,15,car,10.7,4.77,
122,2,car,13.4,5.99,
122,5,car,16.7,7.463,
122,11,car,23.4,10.477,
122,14,car,24.2,10.815,
122,15,car,10.2,4.555,
123,2,car,13.0,5.789,
123,5,car,16.5,7.376,
123,11,car,23.6,10.55,
123,14,truck,19.2,8.585,
123,15,car,10.4,4.667,
124,2,car,12.8,5.719,
124,5,car,16.6,7.402,
124,11,car,23.2,10.359,
124,14,car,19.5,8.72,
124,15,car,11.3,5.03,
125,2,car,12.8,5.712,
125,5,car,16.0,7.14,
125,11,car,23.2,10.358,
125,14,car,19.5,8.714,
125,15,car,11.2,5.021,
126,2,car,12.9,5.746,
126,5,car,16.0,7.156,
126,11,car,23.5,10.486,
126,14,car,22.1,9.896,
126,15,car,10.9,4.858,
127,2,car,13.2,5.879,
127,5,car,15.9,7.12,
127,11,car,23.5,10.507,
127,14,car,22.5,10.052,
127,15,car,10.7,4.806,
128,2,car,12.9,5.769,
128,5,car,15.9,7.098,
128,11,car,22.8,10.175,
128,14,car,20.3,9.063,
128,15,car,10.8,4.807,
129,2,car,12.6,5.648,
129,5,car,16.3,7.278,
129,11,car,23.0,10.297,
129,14,car,17.3,7.718,
129,15,car,10.6,4.757,
130,2,car,12.7,5.664,
130,5,car,16.4,7.312,
130,11,car,22.7,10.17,
130,14,car,21.0,9.367,
130,15,car,11.1,4.974,
131,2,car,12.7,5.674,
131,5,car,17.5,7.818,
131,11,car,22.3,9.981,
131,14,car,21.6,9.662,
131,15,car,10.6,4.724,
132,2,car,12.7,5.67,
132,5,car,17.4,7.77,
132,11,car,22.9,10.226,
132,14,truck,20.9,9.349,
132,15,car,10.4,4.666,
133,2,car,12.6,5.616,
133,5,car,16.7,7.474,
133,11,car,22.8,10.173,
133,14,truck,20.7,9.27,
133,15,car,10.7,4.788,
134,2,car,12.4,5.562,
134,5,car,16.8,7.497,
134,11,car,22.0,9.839,
134,14,truck,20.1,8.999,
134,15,car,10.9,4.864,
135,2,car,12.3,5.517,
135,5,car,16.5,7.383,
135,11,car,22.3,9.975,
135,14,truck,20.4,9.115,
135,15,car,12.2,5.463,
136,2,car,12.1,5.404,
136,5,car,16.3,7.274,
136,11,car,21.9,9.777,
136,14,truck,20.4,9.134,
136,15,car,12.0,5.361,
137,2,car,12.1,5.421,
137,5,car,16.1,7.212,
137,11,car,21.9,9.776,
137,14,truck,20.5,9.143,
137,15,car,11.7,5.239,
138,2,car,12.1,5.411,
138,5,car,14.7,6.57,
138,11,car,21.8,9.762,
138,14,truck,20.5,9.176,
138,15,car,11.6,5.204,
139,2,car,11.9,5.31,
139,5,car,14.6,6.51,
139,11,car,21.3,9.514,
139,14,truck,21.4,9.549,
139,15,car,11.9,5.306,
140,2,car,11.7,5.231,
140,5,car,14.9,6.664,
140,11,car,21.2,9.473,
140,14,truck,21.5,9.6,
140,15,car,12.2,5.462,
141,2,car,11.5,5.121,
141,5,car,14.8,6.619,
141,11,car,21.2,9.491,
141,14,truck,21.4,9.589,
141,15,car,13.4,5.994,
142,2,car,11.3,5.057,
142,5,car,14.8,6.631,
142,11,car,21.1,9.421,
142,14,truck,21.7,9.687,
142,15,car,14.5,6.478,
143,2,car,11.3,5.067,
143,5,car,14.6,6.539,
143,11,car,20.9,9.362,
143,14,truck,21.7,9.694,
143,15,car,16.3,7.29,
144,2,car,11.2,4.997,
144,5,car,14.6,6.539,
144,11,car,21.0,9.398,
144,14,truck,21.4,9.579,
144,15,car,17.2,7.673,
145,2,car,11.0,4.92,
145,5,car,15.3,6.853,
145,11,car,20.7,9.253,
145,14,truck,21.4,9.547,
145,15,car,18.3,8.162,
146,2,car,11.1,4.963,
146,5,car,15.7,7.007,
146,11,car,20.4,9.116,
146,14,truck,20.7,9.272,
146,15,car,18.9,8.443,
147,2,car,11.1,4.941,
147,5,car,15.0,6.72,
147,11,car,20.3,9.09,
147,14,truck,20.8,9.313,
147,15,car,19.0,8.516,
148,2,car,10.8,4.819,
148,5,car,14.7,6.589,
148,11,car,20.6,9.196,
148,14,truck,21.1,9.426,
148,15,car,18.3,8.175,
149,2,car,10.7,4.773,
149,5,car,14.2,6.328,
149,11,car,20.7,9.24,
149,14,truck,20.6,9.2,
149,15,car,16.7,7.459,
149,17,car,20.9,9.353,
150,2,car,10.6,4.728,
150,5,car,13.7,6.113,
150,11,car,20.5,9.163,
150,14,truck,20.0,8.944,
150,15,car,16.2,7.254,
150,17,car,20.4,9.131,
151,2,car,10.5,4.703,
151,5,car,13.8,6.171,
151,11,car,20.1,9.007,
151,14,truck,21.1,9.421,
151,15,car,15.6,6.995,
151,17,car,22.5,10.071,
152,2,car,10.6,4.722,
152,5,car,13.7,6.142,
152,11,car,20.6,9.188,
152,14,truck,21.5,9.591,
152,15,car,15.2,6.808,
152,17,car,24.6,11.003,
152,18,car,19.9,8.892,
153,2,car,10.6,4.74,
153,5,car,13.6,6.059,
153,11,car,21.1,9.436,
153,14,truck,21.6,9.673,
153,15,car,15.2,6.779,
153,17,car,26.6,11.901,
153,18,car,20.6,9.189,
154,2,car,10.6,4.743,
154,5,car,13.6,6.098,
154,11,car,21.1,9.448,
154,14,truck,21.4,9.563,
154,15,car,15.2,6.808,
154,17,car,28.7,12.841,
154,18,car,19.5,8.697,
155,2,car,10.6,4.732,
155,5,car,13.6,6.073,
155,11,car,20.8,9.304,
155,14,truck,21.4,9.55,
155,15,car,15.2,6.779,
155,17,car,30.7,13.739,
155,18,car,20.9,9.327,
155,19,car,10.8,4.834,
156,2,car,10.7,4.766,
156,5,car,14.4,6.425,
156,11,car,20.3,9.074,
156,14,truck,21.6,9.664,
156,15,car,15.2,6.779,
156,17,car,21.8,9.764,
156,18,car,21.0,9.409,
156,19,car,10.9,4.861,
157,2,car,10.4,4.639,
157,5,car,14.7,6.557,
157,11,car,20.5,9.178,
157,14,truck,21.8,9.756,
157,15,car,15.2,6.808,
157,17,car,22.3,9.989,
157,18,car,21.9,9.772,
157,19,car,10.7,4.789,
158,2,car,10.3,4.618,
158,5,car,14.5,6.471,
158,11,car,20.8,9.29,
158,14,truck,21.2,9.458,
158,15,car,15.2,6.779,
158,17,car,22.6,10.106,
158,18,car,21.8,9.761,
158,19,car,10.9,4.855,
159,2,car,10.2,4.581,
159,5,car,13.8,6.177,
159,11,car,20.4,9.142,
159,14,truck,21.4,9.583,
159,15,car,15.2,6.779,
159,17,car,23.0,10.262,
159,18,car,21.6,9.646,
159,19,car,10.4,4.667,
160,2,car,9.9,4.422,
160,5,car,13.5,6.014,
160,11,car,20.0,8.955,
160,14,truck,22.1,9.894,
160,15,car,15.2,6.808,
160,17,car,23.4,10.453,
160,18,car,21.6,9.671,
160,19,car,10.7,4.772,
161,2,car,9.7,4.326,
161,5,car,14.2,6.336,
161,11,car,19.8,8.837,
161,14,truck,22.1,9.872,
161,17,car,23.6,10.57,
161,18,car,23.0,10.262,
161,19,car,10.8,4.832,
162,2,car,9.7,4.359,
162,5,car,14.2,6.36,
162,11,car,19.9,8.898,
162,14,truck,21.8,9.745,
162,17,car,24.1,10.761,
162,18,car,21.5,9.613,
162,19,car,11.1,4.951,
163,2,car,9.5,4.242,
163,5,car,14.1,6.318,
163,11,car,20.0,8.922,
163,14,truck,21.7,9.693,
163,17,car,21.7,9.714,
163,18,car,22.0,9.816,
163,19,car,10.7,4.792,
164,2,car,9.8,4.363,
164,5,car,13.5,6.018,
164,11,car,19.6,8.775,
164,14,truck,21.8,9.724,
164,17,car,21.7,9.708,
164,18,car,22.0,9.822,
164,19,car,10.7,4.768,
165,2,car,9.7,4.34,
165,5,car,12.9,5.768,
165,11,car,19.4,8.67,
165,14,truck,21.8,9.76,
165,17,car,21.9,9.782,
165,18,car,21.1,9.42,
165,19,car,10.6,4.743,
166,2,car,9.6,4.273,
166,5,car,12.7,5.672,
166,11,car,19.8,8.84,
166,14,truck,21.2,9.493,
166,17,car,21.9,9.776,
166,18,car,20.4,9.119,
166,19,car,10.7,4.764,
167,2,car,9.6,4.285,
167,5,truck,12.2,5.469,
167,11,car,19.5,8.714,
167,14,truck,21.1,9.452,
167,17,car,21.9,9.81,
167,18,car,20.3,9.067,
167,19,car,10.6,4.746,
168,2,car,9.5,4.235,
168,5,truck,11.2,5.026,
168,11,car,19.8,8.838,
168,14,truck,21.0,9.382,
168,17,car,22.1,9.884,
168,18,car,19.7,8.825,
168,19,car,10.4,4.63,
169,2,car,9.3,4.173,
169,5,car,11.6,5.172,
169,11,car,19.3,8.617,
169,14,truck,21.2,9.491,
169,17,car,22.1,9.877,
169,18,car,20.1,8.964,
169,19,car,16.6,7.436,
170,2,car,9.6,4.295,
170,5,car,11.4,5.083,
170,11,car,19.4,8.68,
170,14,truck,21.1,9.415,
170,17,car,21.2,9.489,
170,18,car,19.4,8.657,
170,19,car,22.2,9.909,
171,2,car,9.6,4.279,
171,5,car,11.9,5.328,
171,11,car,19.4,8.666,
171,14,truck,21.7,9.682,
171,17,car,21.3,9.529,
171,18,car,21.2,9.467,
171,19,car,23.6,10.529,
172,2,car,9.3,4.165,
172,5,car,12.1,5.43,
172,11,car,18.8,8.387,
172,14,truck,20.9,9.357,
172,17,car,21.2,9.489,
172,18,car,22.2,9.908,
172,19,car,24.6,10.979,
172,20,car,16.1,7.187,
173,2,car,9.2,4.108,
173,5,car,12.5,5.589,
173,11,car,19.1,8.519,
173,14,truck,21.3,9.505,
173,17,car,21.3,9.529,
173,18,car,21.6,9.646,
173,19,car,25.8,11.551,
173,20,car,16.3,7.275,
174,2,car,9.0,4.011,
174,5,car,12.9,5.76,
174,11,car,19.3,8.639,
174,14,truck,21.7,9.719,
174,17,car,21.3,9.529,
174,18,car,22.4,9.995,
174,19,car,27.1,12.115,
174,20,car,16.1,7.207,
175,2,car,9.2,4.106,
175,5,car,12.8,5.724,
175,11,car,19.3,8.614,
175,14,truck,21.7,9.679,
175,17,car,21.2,9.489,
175,18,car,22.6,10.112,
175,19,car,28.2,12.627,
175,20,car,16.1,7.205,
176,2,car,9.0,4.036,
176,5,truck,11.4,5.097,
176,11,car,19.3,8.627,
176,14,truck,21.4,9.581,
176,17,car,21.3,9.529,
176,18,car,23.1,10.343,
176,19,car,28.3,12.643,
176,20,car,16.1,7.215,
177,2,car,8.9,3.967,
177,5,car,11.4,5.08,
177,11,car,19.1,8.549,
177,14,truck,21.8,9.752,
177,17,car,21.2,9.489,
177,18,car,23.5,10.513,
177,19,car,24.1,10.789,
177,20,car,16.2,7.241,
177,21,truck,7.2,3.225,
178,2,car,8.9,3.958,
178,5,car,10.7,4.803,
178,11,car,18.9,8.456,
178,14,truck,21.7,9.718,
178,17,car,21.2,9.489,
178,18,car,22.0,9.815,
178,19,car,24.6,10.976,
178,20,car,16.0,7.131,
178,21,truck,6.7,3.009,
179,2,car,8.9,3.981,
179,5,car,10.8,4.85,
179,11,car,19.6,8.751,
179,14,truck,21.6,9.674,
179,18,car,23.2,10.357,
179,19,car,25.1,11.199,
179,20,car,15.9,7.108,
179,21,truck,7.5,3.336,
180,2,car,8.7,3.896,
180,5,car,10.6,4.755,
180,11,car,18.9,8.466,
180,14,truck,21.5,9.601,
180,18,car,23.5,10.515,
180,19,car,25.4,11.345,
180,20,car,16.0,7.142,
180,21,truck,6.4,2.879,
180,22,truck,14.6,6.521,
181,2,car,8.6,3.859,
181,5,car,10.8,4.843,
181,11,car,19.2,8.572,
181,14,truck,21.1,9.441,
181,18,car,23.4,10.48,
181,19,car,25.8,11.532,
181,20,car,15.5,6.934,
181,21,truck,6.4,2.879,
181,22,truck,16.3,7.305,
182,2,car,8.6,3.835,
182,5,car,11.2,5.001,
182,11,car,18.8,8.416,
